,np1,np2,np_sum,real_sum,now_prc,prf1,prf2,prf,time
173,0.0,0.0,0.0,0.0,54171.4,0.0,0.0,0.0,234301
174,0.0,0.0,0.0,0.0,54169.6,0.0,0.0,0.0,234302
175,0.0,0.0,0.0,0.0,54197.7,0.0,0.0,0.0,234303
176,0.0,0.0,0.0,0.0,54199.9,0.0,0.0,0.0,234304
177,0.0,0.0,0.0,0.0,54206.4,0.0,0.0,0.0,234304
178,0.0,0.0,0.0,0.0,54202.1,0.0,0.0,0.0,234305
179,0.0,0.0,0.0,0.0,54202.1,0.0,0.0,0.0,234306
180,0.0,0.0,0.0,0.0,54202.1,0.0,0.0,0.0,234307
181,0.0,0.0,0.0,0.0,54180.4,0.0,0.0,0.0,234307
182,0.0,0.0,0.0,0.0,54171.7,0.0,0.0,0.0,234308
183,0.0,0.0,0.0,0.0,54136.4,0.0,0.0,0.0,234309
184,0.0,0.0,0.0,0.0,54139.2,0.0,0.0,0.0,234310
185,0.0,0.0,0.0,0.0,54306.6,0.0,0.0,0.0,234310
186,0.0,0.0,0.0,0.0,54311.0,0.0,0.0,0.0,234311
187,0.0,0.0,0.0,0.0,54311.2,0.0,0.0,0.0,234312
188,0.0,0.0,0.0,0.0,54315.6,0.0,0.0,0.0,234312
189,0.0,0.0,0.0,0.0,54397.4,0.0,0.0,0.0,234313
190,0.0,0.0,0.0,0.0,54339.6,0.0,0.0,0.0,234313
191,0.0,0.0,0.0,0.0,54289.4,0.0,0.0,0.0,234314
192,0.0,0.0,0.0,0.0,54422.8,0.0,0.0,0.0,234315
193,0.0,0.0,0.0,0.0,54414.4,0.0,0.0,0.0,234316
194,0.0,0.0,0.0,0.0,54308.6,0.0,0.0,0.0,234316
195,0.0,0.0,0.0,0.0,54362.0,0.0,0.0,0.0,234317
196,0.0,0.0,0.0,0.0,54354.1,0.0,0.0,0.0,234318
197,0.0,0.0,0.0,0.0,54355.5,0.0,0.0,0.0,234319
198,0.0,0.0,0.0,0.0,54321.4,0.0,0.0,0.0,234319
199,0.0,0.0,0.0,0.0,54323.6,0.0,0.0,0.0,234320
200,0.0,0.0,0.0,0.0,54328.0,0.0,0.0,0.0,234320
201,0.0,0.0,0.0,0.0,54329.9,0.0,0.0,0.0,234322
202,0.0,0.0,0.0,0.0,54301.9,0.0,0.0,0.0,234322
203,0.0,0.0,0.0,0.0,54306.2,0.0,0.0,0.0,234323
204,0.0,0.0,0.0,0.0,54343.2,0.0,0.0,0.0,234324
205,0.0,0.0,0.0,0.0,54347.5,0.0,0.0,0.0,234325
206,0.0,0.0,0.0,0.0,54321.4,0.0,0.0,0.0,234325
207,0.0,0.0,0.0,0.0,54330.1,0.0,0.0,0.0,234326
208,0.0,0.0,0.0,0.0,54312.8,0.0,0.0,0.0,234327
209,0.0,0.0,0.0,0.0,54317.1,0.0,0.0,0.0,234328
210,0.0,0.0,0.0,0.0,54384.2,0.0,0.0,0.0,234328
211,0.0,0.0,0.0,0.0,54368.1,0.0,0.0,0.0,234329
212,0.0,0.0,0.0,0.0,54367.1,0.0,0.0,0.0,234330
213,0.0,0.0,0.0,0.0,54391.0,0.0,0.0,0.0,234331
214,0.0,0.0,0.0,0.0,54393.3,0.0,0.0,0.0,234332
215,0.0,0.0,0.0,0.0,54386.7,0.0,0.0,0.0,234332
216,0.0,0.0,0.0,0.0,54375.9,0.0,0.0,0.0,234333
217,0.0,0.0,0.0,0.0,54363.9,0.0,0.0,0.0,234335
218,0.0,0.0,0.0,0.0,54381.1,0.0,0.0,0.0,234337
219,0.0,0.0,0.0,0.0,54397.1,0.0,0.0,0.0,234338
220,0.0,0.0,0.0,0.0,54392.1,0.0,0.0,0.0,234339
221,0.0,0.0,0.0,0.0,54380.9,0.0,0.0,0.0,234340
222,0.0,0.0,0.0,0.0,54392.1,0.0,0.0,0.0,234342
223,0.0,0.0,0.0,0.0,54392.1,0.0,0.0,0.0,234343
224,0.0,0.0,0.0,0.0,54418.0,0.0,0.0,0.0,234344
225,0.0,0.0,0.0,0.0,54454.0,0.0,0.0,0.0,234346
226,0.0,0.0,0.0,0.0,54471.2,0.0,0.0,0.0,234347
227,0.0,0.0,0.0,0.0,54484.1,0.0,0.0,0.0,234348
228,0.0,0.0,0.0,0.0,54463.9,0.0,0.0,0.0,234350
229,0.0,0.0,0.0,0.0,54452.1,0.0,0.0,0.0,234351
230,0.0,0.0,0.0,0.0,54455.0,0.0,0.0,0.0,234352
231,0.0,0.0,0.0,0.0,54445.1,0.0,0.0,0.0,234353
232,0.0,0.0,0.0,0.0,54479.9,0.0,0.0,0.0,234354
233,0.0,0.0,0.0,0.0,54486.6,0.0,0.0,0.0,234355
234,0.0,0.0,0.0,0.0,54462.0,0.0,0.0,0.0,234356
235,0.0,0.0,0.0,0.0,54467.7,0.0,0.0,0.0,234358
236,0.0,0.0,0.0,0.0,54454.3,0.0,0.0,0.0,234359
237,0.0,0.0,0.0,0.0,54434.9,0.0,0.0,0.0,234400
238,0.0,0.0,0.0,0.0,54434.6,0.0,0.0,0.0,234401
239,0.0,0.0,0.0,0.0,54438.9,0.0,0.0,0.0,234402
240,0.0,0.0,0.0,0.0,54428.2,0.0,0.0,0.0,234403
241,0.0,0.0,0.0,0.0,54397.5,0.0,0.0,0.0,234404
242,0.0,0.0,0.0,0.0,54404.1,0.0,0.0,0.0,234406
243,0.0,0.0,0.0,0.0,54407.8,0.0,0.0,0.0,234407
244,0.0,0.0,0.0,0.0,54348.1,0.0,0.0,0.0,234408
245,0.0,0.0,0.0,0.0,54341.0,0.0,0.0,0.0,234410
246,0.0,0.0,0.0,0.0,54362.1,0.0,0.0,0.0,234411
247,0.0,0.0,0.0,0.0,54384.5,0.0,0.0,0.0,234412
248,0.0,0.0,0.0,0.0,54384.5,0.0,0.0,0.0,234413
249,0.0,0.0,0.0,0.0,54333.0,0.0,0.0,0.0,234414
250,0.0,0.0,0.0,0.0,54327.3,0.0,0.0,0.0,234416
251,0.0,0.0,0.0,0.0,54326.1,0.0,0.0,0.0,234417
252,0.0,0.0,0.0,0.0,54315.9,0.0,0.0,0.0,234418
253,0.0,0.0,0.0,0.0,54314.9,0.0,0.0,0.0,234419
254,0.0,0.0,0.0,0.0,54290.6,0.0,0.0,0.0,234420
255,0.0,0.0,0.0,0.0,54288.9,0.0,0.0,0.0,234421
256,0.0,0.0,0.0,0.0,54282.3,0.0,0.0,0.0,234422
257,0.0,0.0,0.0,0.0,54238.9,0.0,0.0,0.0,234424
258,0.0,0.0,0.0,0.0,54236.9,0.0,0.0,0.0,234425
259,0.0,0.0,0.0,0.0,54254.0,0.0,0.0,0.0,234426
260,0.0,0.0,0.0,0.0,54254.1,0.0,0.0,0.0,234428
261,0.0,0.0,0.0,0.0,54213.0,0.0,0.0,0.0,234429
262,0.0,0.0,0.0,0.0,54210.7,0.0,0.0,0.0,234430
263,0.0,0.0,0.0,0.0,54206.4,0.0,0.0,0.0,234431
264,0.0,0.0,0.0,0.0,54256.2,0.0,0.0,0.0,234432
265,0.0,0.0,0.0,0.0,54221.2,0.0,0.0,0.0,234434
266,0.0,0.0,0.0,0.0,54181.1,0.0,0.0,0.0,234435
267,0.0,0.0,0.0,0.0,54180.5,0.0,0.0,0.0,234436
268,0.0,0.0,0.0,0.0,54180.6,0.0,0.0,0.0,234437
269,0.0,0.0,0.0,0.0,54191.2,0.0,0.0,0.0,234438
270,0.0,0.0,0.0,0.0,54186.9,0.0,0.0,0.0,234440
271,0.0,0.0,0.0,0.0,54139.8,0.0,0.0,0.0,234441
272,0.0,0.0,0.0,0.0,54128.1,0.0,0.0,0.0,234443
273,0.0,0.0,0.0,0.0,54199.9,0.0,0.0,0.0,234444
274,0.0,0.0,0.0,0.0,54197.2,0.0,0.0,0.0,234446
275,0.0,0.0,0.0,0.0,54169.5,0.0,0.0,0.0,234448
276,0.0,0.0,0.0,0.0,54159.5,0.0,0.0,0.0,234449
277,0.0,0.0,0.0,0.0,54155.2,0.0,0.0,0.0,234450
278,0.0,0.0,0.0,0.0,54148.1,0.0,0.0,0.0,234452
279,0.0,0.0,0.0,0.0,54126.0,0.0,0.0,0.0,234453
280,0.0,0.0,0.0,0.0,54105.4,0.0,0.0,0.0,234454
281,0.0,0.0,0.0,0.0,54107.3,0.0,0.0,0.0,234455
282,0.0,0.0,0.0,0.0,54110.7,0.0,0.0,0.0,234457
283,0.0,0.0,0.0,0.0,54101.3,0.0,0.0,0.0,234458
284,0.0,0.0,0.0,0.0,54166.7,0.0,0.0,0.0,234500
285,0.0,0.0,0.0,0.0,54175.2,0.0,0.0,0.0,234501
286,0.0,0.0,0.0,0.0,54152.2,0.0,0.0,0.0,234502
287,0.0,0.0,0.0,0.0,54167.1,0.0,0.0,0.0,234504
288,0.0,0.0,0.0,0.0,54178.2,0.0,0.0,0.0,234505
289,0.0,0.0,0.0,0.0,54145.7,0.0,0.0,0.0,234506
290,0.0,0.0,0.0,0.0,54119.6,0.0,0.0,0.0,234507
291,0.0,0.0,0.0,0.0,54098.2,0.0,0.0,0.0,234509
292,0.0,0.0,0.0,0.0,54104.6,0.0,0.0,0.0,234510
293,0.0,0.0,0.0,0.0,54040.6,0.0,0.0,0.0,234511
294,0.0,0.0,0.0,0.0,54048.4,0.0,0.0,0.0,234513
295,0.0,0.0,0.0,0.0,54039.7,0.0,0.0,0.0,234514
296,0.0,0.0,0.0,0.0,54046.1,0.0,0.0,0.0,234515
297,0.0,0.0,0.0,0.0,54050.5,0.0,0.0,0.0,234516
298,0.0,0.0,0.0,0.0,54070.0,0.0,0.0,0.0,234517
299,0.0,0.0,0.0,0.0,54050.5,0.0,0.0,0.0,234519
300,0.0,0.0,0.0,0.0,54070.0,0.0,0.0,0.0,234520
301,0.0,0.0,0.0,0.0,54074.2,0.0,0.0,0.0,234521
302,0.0,0.0,0.0,0.0,54074.2,0.0,0.0,0.0,234522
303,0.0,0.0,0.0,0.0,53972.2,0.0,0.0,0.0,234523
304,0.0,0.0,0.0,0.0,53989.9,0.0,0.0,0.0,234525
305,0.0,0.0,0.0,0.0,53968.5,0.0,0.0,0.0,234526
306,0.0,0.0,0.0,0.0,53989.9,0.0,0.0,0.0,234527
307,0.0,0.0,0.0,0.0,53990.0,0.0,0.0,0.0,234528
308,0.0,0.0,0.0,0.0,54035.4,0.0,0.0,0.0,234529
309,0.0,0.0,0.0,0.0,54046.2,0.0,0.0,0.0,234531
310,0.0,0.0,0.0,0.0,53993.9,0.0,0.0,0.0,234532
311,0.0,0.0,0.0,0.0,53970.6,0.0,0.0,0.0,234534
312,0.0,0.0,0.0,0.0,53966.3,0.0,0.0,0.0,234535
313,0.0,0.0,0.0,0.0,53953.2,0.0,0.0,0.0,234536
314,0.0,0.0,0.0,0.0,53949.0,0.0,0.0,0.0,234537
315,0.0,0.0,0.0,0.0,53957.2,0.0,0.0,0.0,234538
316,0.0,0.0,0.0,0.0,53933.9,0.0,0.0,0.0,234540
317,0.0,0.0,0.0,0.0,53942.5,0.0,0.0,0.0,234541
318,0.0,0.0,0.0,0.0,53944.7,0.0,0.0,0.0,234543
319,0.0,0.0,0.0,0.0,53938.0,0.0,0.0,0.0,234544
320,0.0,0.0,0.0,0.0,53983.5,0.0,0.0,0.0,234545
321,0.0,0.0,0.0,0.0,53983.6,0.0,0.0,0.0,234546
322,0.0,0.0,0.0,0.0,54003.9,0.0,0.0,0.0,234547
323,0.0,0.0,0.0,0.0,53992.1,0.0,0.0,0.0,234549
324,0.0,0.0,0.0,0.0,54018.4,0.0,0.0,0.0,234550
325,0.0,0.0,0.0,0.0,54046.9,0.0,0.0,0.0,234552
326,0.0,0.0,0.0,0.0,54040.6,0.0,0.0,0.0,234553
327,0.0,0.0,0.0,0.0,54057.1,0.0,0.0,0.0,234554
328,0.0,0.0,0.0,0.0,54049.9,0.0,0.0,0.0,234555
329,0.0,0.0,0.0,0.0,53962.9,0.0,0.0,0.0,234557
330,0.0,0.0,0.0,0.0,53962.9,0.0,0.0,0.0,234558
331,0.0,0.0,0.0,0.0,53946.0,0.0,0.0,0.0,234559
332,0.0,0.0,0.0,0.0,53944.7,0.0,0.0,0.0,234601
333,0.0,0.0,0.0,0.0,53963.2,0.0,0.0,0.0,234602
334,0.0,0.0,0.0,0.0,53951.1,0.0,0.0,0.0,234604
335,0.0,0.0,0.0,0.0,53939.0,0.0,0.0,0.0,234605
336,0.0,0.0,0.0,0.0,53953.3,0.0,0.0,0.0,234606
337,0.0,0.0,0.0,0.0,53955.5,0.0,0.0,0.0,234607
338,0.0,0.0,0.0,0.0,53972.6,0.0,0.0,0.0,234609
339,0.0,0.0,0.0,0.0,53972.0,0.0,0.0,0.0,234610
340,0.0,0.0,0.0,0.0,53951.1,0.0,0.0,0.0,234611
341,0.0,0.0,0.0,0.0,53976.6,0.0,0.0,0.0,234612
342,0.0,0.0,0.0,0.0,53949.1,0.0,0.0,0.0,234614
343,0.0,0.0,0.0,0.0,53971.7,0.0,0.0,0.0,234615
344,0.0,0.0,0.0,0.0,53971.7,0.0,0.0,0.0,234616
345,0.0,0.0,0.0,0.0,53952.9,0.0,0.0,0.0,234617
346,0.0,0.0,0.0,0.0,53946.8,0.0,0.0,0.0,234618
347,0.0,0.0,0.0,0.0,53949.0,0.0,0.0,0.0,234620
348,0.0,0.0,0.0,0.0,53938.0,0.0,0.0,0.0,234621
349,0.0,0.0,0.0,0.0,53931.7,0.0,0.0,0.0,234622
350,0.0,0.0,0.0,0.0,53895.1,0.0,0.0,0.0,234623
351,0.0,0.0,0.0,0.0,53888.7,0.0,0.0,0.0,234625
352,0.0,0.0,0.0,0.0,53890.8,0.0,0.0,0.0,234626
353,0.0,0.0,0.0,0.0,53901.8,0.0,0.0,0.0,234627
354,0.0,0.0,0.0,0.0,53892.9,0.0,0.0,0.0,234628
355,0.0,0.0,0.0,0.0,53850.0,0.0,0.0,0.0,234629
356,0.0,0.0,0.0,0.0,53839.0,0.0,0.0,0.0,234631
357,0.0,0.0,0.0,0.0,53825.9,0.0,0.0,0.0,234632
358,0.0,0.0,0.0,0.0,53830.3,0.0,0.0,0.0,234633
359,0.0,0.0,0.0,0.0,53856.3,0.0,0.0,0.0,234635
360,0.0,0.0,0.0,0.0,53839.0,0.0,0.0,0.0,234636
361,0.0,0.0,0.0,0.0,53839.0,0.0,0.0,0.0,234637
362,0.0,0.0,0.0,0.0,53862.7,0.0,0.0,0.0,234638
363,0.0,0.0,0.0,0.0,53895.1,0.0,0.0,0.0,234639
364,0.0,0.0,0.0,0.0,53910.2,0.0,0.0,0.0,234640
365,0.0,0.0,0.0,0.0,53938.2,0.0,0.0,0.0,234642
366,0.0,0.0,0.0,0.0,53944.1,0.0,0.0,0.0,234643
